0.000000000000000000e+00,0.000000000000000000e+00
2.083333333333333218e-02,-8.725860758191950626e-05
4.166666666666666435e-02,-1.003317491353797157e-03
6.250000000000000000e-02,-3.761449472739652154e-03
8.333333333333332871e-02,-9.567401516449596313e-03
1.041666666666666574e-01,-2.198165519322803352e-02
1.250000000000000000e-01,-4.482857393114637878e-02
1.458333333333333148e-01,-7.718644383339003101e-02
1.666666666666666574e-01,-1.148078825874054021e-01
1.875000000000000000e-01,-1.550804234190365782e-01
2.083333333333333148e-01,-1.970879467540781471e-01
2.291666666666666574e-01,-2.400419322197448746e-01
2.500000000000000000e-01,-2.810702183722437186e-01
2.708333333333333148e-01,-3.171250423965935039e-01
2.916666666666666297e-01,-3.490064506624327989e-01
3.125000000000000000e-01,-3.781276115775857871e-01
3.333333333333333148e-01,-4.042463840088230675e-01
3.541666666666666297e-01,-4.249858364024033386e-01
3.750000000000000000e-01,-4.403764102787224854e-01
3.958333333333333148e-01,-4.527840406040519738e-01
4.166666666666666297e-01,-4.625251654238481946e-01
4.375000000000000000e-01,-4.670356776955677525e-01
4.583333333333333148e-01,-4.658551538293072003e-01
4.791666666666666297e-01,-4.615517161469200880e-01
5.000000000000000000e-01,-4.545205952247470815e-01
5.208333333333332593e-01,-4.422351049174629845e-01
5.416666666666666297e-01,-4.244066654751161294e-01
5.625000000000000000e-01,-4.035107008955774455e-01
5.833333333333332593e-01,-3.795752417130839884e-01
6.041666666666666297e-01,-3.527676420542431579e-01
6.250000000000000000e-01,-3.238174400527153440e-01
6.458333333333332593e-01,-2.926352703268964017e-01
6.666666666666666297e-01,-2.592826054338491226e-01
6.875000000000000000e-01,-2.245114032420216232e-01
7.083333333333332593e-01,-1.890221004951285477e-01
7.291666666666666297e-01,-1.533804125134973773e-01
7.500000000000000000e-01,-1.176659208581690291e-01
7.708333333333332593e-01,-8.374046676053947813e-02
7.916666666666666297e-01,-5.255514666953052527e-02
8.125000000000000000e-01,-2.177197333778795041e-02
8.333333333333332593e-01,8.892059068688198259e-03
8.541666666666666297e-01,3.672111918337971764e-02
8.750000000000000000e-01,6.061046053799903216e-02
8.958333333333332593e-01,8.302451094618520933e-02
9.166666666666666297e-01,1.052192727054790250e-01
9.375000000000000000e-01,1.249693307684929949e-01
9.583333333333332593e-01,1.411316551136146957e-01
9.791666666666666297e-01,1.559375317021511331e-01
1.000000000000000000e+00,1.697436641868759200e-01
1.020833333333333259e+00,1.799991683700956080e-01
1.041666666666666519e+00,1.861825551186882255e-01
1.062500000000000000e+00,1.910353678502899055e-01
1.083333333333333259e+00,1.958840601237196721e-01
1.104166666666666519e+00,1.984864852517359557e-01
1.125000000000000000e+00,1.972784400053588516e-01
1.145833333333333259e+00,1.939510259548742066e-01
1.166666666666666519e+00,1.897307780071501859e-01
1.187500000000000000e+00,1.840382004274363215e-01
1.208333333333333259e+00,1.764920008788241623e-01
1.229166666666666519e+00,1.695461759500112853e-01
1.250000000000000000e+00,1.641373993592198932e-01
1.270833333333333259e+00,1.579055659809759649e-01
1.291666666666666519e+00,1.497157460298449427e-01
1.312500000000000000e+00,1.416945905484443824e-01
1.333333333333333259e+00,1.351089860966792067e-01
1.354166666666666519e+00,1.291695081762498365e-01
1.375000000000000000e+00,1.233767831078127625e-01
1.395833333333333259e+00,1.194956331429860713e-01
1.416666666666666519e+00,1.180783409753259627e-01
1.437500000000000000e+00,1.167111572206685211e-01
1.458333333333333259e+00,1.143141982938149226e-01
1.479166666666666519e+00,1.133203421587458820e-01
1.500000000000000000e+00,1.149060144903556457e-01
1.520833333333333259e+00,1.167944536390488203e-01
1.541666666666666519e+00,1.176651228456669501e-01
1.562500000000000000e+00,1.192363665146743690e-01
1.583333333333333259e+00,1.224267842000249379e-01
1.604166666666666519e+00,1.252697488423433203e-01
1.625000000000000000e+00,1.268300374030168209e-01
1.645833333333333259e+00,1.296216056095227109e-01
1.666666666666666519e+00,1.348547432417747660e-01
1.687500000000000000e+00,1.402737633047440036e-01
1.708333333333333259e+00,1.448059977748323013e-01
1.729166666666666519e+00,1.508129082652248099e-01
1.750000000000000000e+00,1.584447184371609862e-01
1.770833333333333259e+00,1.649886291565667296e-01
1.791666666666666519e+00,1.693449819985293758e-01
1.812500000000000000e+00,1.737360579409367167e-01
1.833333333333333259e+00,1.792722982106479956e-01
1.854166666666666519e+00,1.837240080016281363e-01
1.875000000000000000e+00,1.859492889771947599e-01
1.895833333333333259e+00,1.880684007878593300e-01
1.916666666666666519e+00,1.911588668379136657e-01
1.937500000000000000e+00,1.930382548985323798e-01
1.958333333333333259e+00,1.929904682957969131e-01
1.979166666666666519e+00,1.936648701926904914e-01
2.000000000000000000e+00,1.963031830398568600e-01
2.020833333333333037e+00,1.986227085387855251e-01
2.041666666666666519e+00,1.990810547183373136e-01
2.062500000000000000e+00,1.998384691339422925e-01
2.083333333333333037e+00,2.020765290441555173e-01
2.104166666666666519e+00,2.035630339417385526e-01
2.125000000000000000e+00,2.031919139296232690e-01
2.145833333333333037e+00,2.034446092700454012e-01
2.166666666666666519e+00,2.055727965728506024e-01
2.187500000000000000e+00,2.073516890311088157e-01
2.208333333333333037e+00,2.075536787958179308e-01
2.229166666666666519e+00,2.077791836159584848e-01
2.250000000000000000e+00,2.089465629920996548e-01
2.270833333333333037e+00,2.092430189112579886e-01
2.291666666666666519e+00,2.077307800636063462e-01
2.312500000000000000e+00,2.068878754572422984e-01
2.333333333333333037e+00,2.079772800493156215e-01
2.354166666666666519e+00,2.087591229454212882e-01
2.375000000000000000e+00,2.078912839801705936e-01
2.395833333333333037e+00,2.070720493881171020e-01
2.416666666666666519e+00,2.072567245727806873e-01
2.437500000000000000e+00,2.064014362125936863e-01
2.458333333333333037e+00,2.034830451428381592e-01
2.479166666666666519e+00,2.009871178889700294e-01
2.500000000000000000e+00,2.001635966990293058e-01
2.520833333333333037e+00,1.987821421391172960e-01
2.541666666666666519e+00,1.957342576206296536e-01
2.562500000000000000e+00,1.935006272721290776e-01
2.583333333333333037e+00,1.933309756201492535e-01
2.604166666666666519e+00,1.929581230418942750e-01
2.625000000000000000e+00,1.908939218027045082e-01
2.645833333333333037e+00,1.889931599760833469e-01
2.666666666666666519e+00,1.882798082797081662e-01
2.687500000000000000e+00,1.865133447449914827e-01
2.708333333333333037e+00,1.826009051337162681e-01
2.729166666666666519e+00,1.790351271537971301e-01
2.750000000000000000e+00,1.770537169465244420e-01
2.770833333333333037e+00,1.744207256294470487e-01
2.791666666666666519e+00,1.700396417368098823e-01
2.812500000000000000e+00,1.663964431749522521e-01
2.833333333333333037e+00,1.647311490917872379e-01
2.854166666666666519e+00,1.628121296029905740e-01
2.875000000000000000e+00,1.594299768028767939e-01
2.895833333333333037e+00,1.561698637722535310e-01
2.916666666666666519e+00,1.539271353181498048e-01
2.937500000000000000e+00,1.509426307097385400e-01
2.958333333333333037e+00,1.469260784558213961e-01
2.979166666666666519e+00,1.446440590066934984e-01
3.000000000000000000e+00,1.453302262351796326e-01
3.020833333333333037e+00,1.466781092081495819e-01
3.041666666666666519e+00,1.470570328852179032e-01
3.062500000000000000e+00,1.485369351045026376e-01
3.083333333333333037e+00,1.514829052885060257e-01
3.104166666666666519e+00,1.532920860408450714e-01
3.125000000000000000e+00,1.528658445489873563e-01
3.145833333333333037e+00,1.526922220608974146e-01
3.166666666666666519e+00,1.540156658438782133e-01
3.187500000000000000e+00,1.546072305832979776e-01
3.208333333333333037e+00,1.532366926303779242e-01
3.229166666666666519e+00,1.513787932501985956e-01
3.250000000000000000e+00,1.499415088707807264e-01
3.270833333333333037e+00,1.476779529930216661e-01
3.291666666666666519e+00,1.445875297488908029e-01
3.312500000000000000e+00,1.418068463672913782e-01
3.333333333333333037e+00,1.397845580164201185e-01
3.354166666666666519e+00,1.380693244374682771e-01
3.375000000000000000e+00,1.360791590114998340e-01
3.395833333333333037e+00,1.340460734391199227e-01
3.416666666666666519e+00,1.324748799017855805e-01
3.437500000000000000e+00,1.310272673541973132e-01
3.458333333333333037e+00,1.290668850248272992e-01
3.479166666666666519e+00,1.268017864736599720e-01
3.500000000000000000e+00,1.247686120492599027e-01
3.520833333333333037e+00,1.228028571875297431e-01
3.541666666666666519e+00,1.205712759971902526e-01
3.562500000000000000e+00,1.184094717969782912e-01
3.583333333333333037e+00,1.168130368548874060e-01
3.604166666666666519e+00,1.154302487088501999e-01
3.625000000000000000e+00,1.136748110179513910e-01
3.645833333333333037e+00,1.117833298597110114e-01
3.666666666666666519e+00,1.102642049760059334e-01
3.687500000000000000e+00,1.087779150747423956e-01
3.708333333333333037e+00,1.067273521719104695e-01
3.729166666666666519e+00,1.043521710470093206e-01
3.750000000000000000e+00,1.021656884632487355e-01
3.770833333333333037e+00,9.992673205347561705e-02
3.791666666666666519e+00,9.771294442902608846e-02
3.812500000000000000e+00,9.596554688389330456e-02
3.833333333333333037e+00,9.446630691877010155e-02
3.854166666666666519e+00,9.260131193275576711e-02
3.875000000000000000e+00,8.996477038375282065e-02
3.895833333333333037e+00,8.684858101356782156e-02
3.916666666666666519e+00,8.379233127586632746e-02
3.937500000000000000e+00,8.093306168871779172e-02
3.958333333333333037e+00,7.840847552444982216e-02
3.979166666666666519e+00,7.665885585958912007e-02
4.000000000000000000e+00,7.595795861496168477e-02
4.020833333333333037e+00,7.583539890522073001e-02
4.041666666666666075e+00,7.534234430914181491e-02
4.062500000000000000e+00,7.454729267543828974e-02
4.083333333333333037e+00,7.395114840616918983e-02
4.104166666666666075e+00,7.321705575205762762e-02
4.125000000000000000e+00,7.175966314656209710e-02
4.145833333333333037e+00,6.982350251729728396e-02
4.166666666666666075e+00,6.790782952216282975e-02
4.187500000000000000e+00,6.572329215368397093e-02
4.208333333333333037e+00,6.318208310765113800e-02
4.229166666666666075e+00,6.066167053159695483e-02
4.250000000000000000e+00,5.796677762332912154e-02
4.270833333333333037e+00,5.462674835312850835e-02
4.291666666666666075e+00,5.099880059199433935e-02
4.312500000000000000e+00,4.829871106297949773e-02
4.333333333333333037e+00,4.656885485671513614e-02
4.354166666666666075e+00,4.530325705892655763e-02
4.375000000000000000e+00,4.461350911744808856e-02
4.395833333333333037e+00,4.390159245211536221e-02
4.416666666666666075e+00,4.251005798618464476e-02
4.437500000000000000e+00,4.055384210807264078e-02
4.458333333333333037e+00,3.854820948843935835e-02
4.479166666666666075e+00,3.698574794233183000e-02
4.500000000000000000e+00,3.559323111793685074e-02
4.520833333333333037e+00,3.385452614243623232e-02
4.541666666666666075e+00,3.202230687412709748e-02
4.562500000000000000e+00,3.060761321975640284e-02
4.583333333333333037e+00,2.932830748290352757e-02
4.604166666666666075e+00,2.764520190951060691e-02
4.625000000000000000e+00,2.581321630549802265e-02
4.645833333333333037e+00,2.436082894204592147e-02
4.666666666666666075e+00,2.298773751642532726e-02
4.687500000000000000e+00,2.108740058197027326e-02
4.708333333333333037e+00,1.889632534076745793e-02
4.729166666666666075e+00,1.693223873751970032e-02
4.750000000000000000e+00,1.490889985880038821e-02
4.770833333333333037e+00,1.229565466880885860e-02
4.791666666666666075e+00,9.356036679670229686e-03
4.812500000000000000e+00,6.607733910509774530e-03
4.833333333333333037e+00,3.765341134639796014e-03
